  Round      Host (us)   Device (us)  Effective (us)     Orch (us)    Sched (us)
  85          141551.1        1507.9        1477.3        1290.6        1476.4
  86          149686.8        1550.5        1517.7        1289.8        1517.3
  87          154302.7        1524.4        1488.2        1312.5        1487.7
  88          147671.9        1549.4        1519.0        1308.8        1518.4
  89          159599.9        1535.8        1501.6        1323.8        1500.8
  90          155901.5        1542.3        1511.1        1276.0        1510.7
  91          148734.6        1494.1        1462.6        1287.2        1462.0
  92          148068.7        1538.8        1508.8        1297.3        1508.3
  93          151632.8        1606.4        1572.9        1276.8        1572.2
  94          143670.8        1529.0        1494.5        1281.5        1494.0
  95          157829.1        1583.3        1550.5        1292.4        1549.8
  96          160315.5        1573.8        1539.7        1280.9        1539.3
  97          149916.3        1529.8        1483.3        1274.8        1482.7
  98          162110.5        1557.5        1522.1        1279.1        1521.5
  99          150028.4        1550.6        1518.9        1350.5        1518.5
  Avg Host: 151664.7 us  |  Avg Device: 1543.7 us [100/100]  |  Avg Effective: 1509.3 us  |  Avg Orch: 1288.3 us  |  Avg Sched: 1506.5 us  (100 rounds)
  Trimmed Avg Host: 150770.1 us  |  Trimmed Avg Device: 1538.3 us  (dropped 10 low + 10 high, 80 rounds used)
