  Round      Host (us)   Device (us)  Effective (us)     Orch (us)    Sched (us)
  57           36209.8         997.1         971.1         657.0         966.5
  58           35045.8        1094.1        1064.8         656.0        1060.7
  59           35894.1        1013.2         987.1         673.7         984.4
  60           35108.0        1179.1        1152.4         669.6        1149.4
  61           47486.7        1000.3         973.4         652.7         969.7
  62           35045.1        1016.1         991.6         654.0         989.0
  63           34987.6        1117.4        1089.6         678.8        1086.5
  64           33256.5        1027.4         998.9         677.3         996.4
  65           32406.2         981.6         953.5         666.8         950.5
  66           34553.2        1013.9         979.2         670.0         970.2
  67           33642.7         999.0         971.7         654.8         967.4
  68           34532.8        1088.5        1062.6         670.0        1059.6
  69           34191.0        1039.7        1012.0         666.4        1008.9
  70           34527.5        1084.1        1058.3         641.4        1055.6
  71           34416.0        1012.8         989.0         669.4         985.4
  72           33961.8        1122.3        1098.3         653.3        1093.7
  73           34192.2        1059.3        1032.8         654.2        1029.4
  74           33628.2         988.8         962.4         650.7         959.3
  75           34318.7         998.7         975.5         672.7         969.5
  76           34450.1        1066.6        1038.7         674.5        1026.9
  77           33866.9         997.7         971.8         662.9         969.1
  78           36110.5        1056.5        1031.8         674.7        1028.2
  79           33460.5         984.3         959.1         671.2         953.8
  80           35168.1        1102.8        1076.4         653.9        1073.4
  81           35288.8        1177.2        1151.3         659.3        1147.9
  82           34676.6        1012.7         987.3         635.6         983.6
  83           35388.5        1186.6        1159.3         657.3        1155.9
  84           35357.9        1009.9         986.1         647.2         982.0
  85           35304.3        1092.9        1063.6         665.3        1060.7
  86           34458.3        1105.4        1079.4         664.9        1074.6
  87           35616.3        1053.8        1027.2         652.9        1023.5
  88           35065.2        1170.1        1142.9         658.8        1138.8
  89           34454.2         974.4         947.1         675.3         944.3
  90           35581.6        1002.3         972.7         658.0         969.1
  91           35568.7        1042.5        1015.0         661.5        1012.6
  92           40408.7        1114.2        1085.8         669.9        1081.8
  93           46933.0        1028.2        1003.7         645.4        1000.3
  94           39637.7        1093.2        1069.2         659.9        1065.7
  95           37292.9        1012.3         986.3         642.2         984.0
  96           35832.3        1149.6        1123.6         647.9        1119.6
  97           35647.7        1100.0        1074.6         652.6        1070.1
  98           34855.2        1071.5        1043.5         635.8        1038.7
  99           34640.8        1086.0        1059.6         656.1        1055.0
  Avg Host: 36762.6 us  |  Avg Device: 1065.3 us [100/100]  |  Avg Effective: 1037.0 us  |  Avg Orch: 661.7 us  |  Avg Sched: 1031.3 us  (100 rounds)
  Trimmed Avg Host: 35749.1 us  |  Trimmed Avg Device: 1060.0 us  (dropped 10 low + 10 high, 80 rounds used)
